YEAR_FIS,MONTH_NAME,MONTH_NUM,VENDOR,CAMPUS,ADDRESS1,CATEGORY1,TONS
2020,Feb,2,WM,CRC,141 Bay State Rd,Trash,1.9485
2020,Feb,2,WM,CRC,59 Bay State Rd,Trash,3.2475
2020,Feb,2,WM,CRC,34 Buswell St,Trash,9.7425
2020,Feb,2,WM,CRC,141 Carlton St,Trash,3.2475
2020,Feb,2,WM,CRC,855 Commonwealth Ave,Trash,24.35625
2020,Feb,2,WM,CRC,985 Commonwealth Ave,Trash,3.2475
2020,Feb,2,WM,CRC,771 Commonwealth Ave,Trash,5.8455
2020,Feb,2,WM,CRC,80 Ivy St,Trash,3.897
2020,Feb,2,WM,CRC,46 Mountfort St,Trash,9.7425
2020,Feb,2,WM,CRC,100 Mountfort St,Trash,9.7425
2020,Feb,2,WM,CRC,138 Mountfort St,Trash,3.897
2020,Feb,2,WM,CRC,46 St Mary's St,Trash,1.9485
2020,Feb,2,WM,CRC,145 Bay State Rd,Trash,1.9485
2020,Feb,2,WM,CRC,853 Beacon St,Trash,1.851075
2020,Feb,2,WM,CRC,179 Amory St,Trash,3.897
2020,Feb,2,WM,CRC,113 Bay State Rd,Trash,1.9485
2020,Feb,2,WM,CRC,79 Bay State Rd,Trash,5.8455
2020,Feb,2,WM,CRC,515 Park Dr,Trash,9.7425
2020,Feb,2,WM,CRC,120 Ashford St,Trash,
2020,Feb,2,WM,CRC,949 Commonwealth Ave,Trash,3.897
2020,Feb,2,WM,CRC,890 Commonwealth Ave,Trash,5.8455
2020,Feb,2,WM,CRC,875 Beacon St,Trash,1.9485
2020,Feb,2,WM,CRC,635 Commonwealth Ave,Trash,19.485
2020,Mar,3,WM,CRC,775 Commonwealth Ave,Trash,9.08
2020,Mar,3,WM,CRC,100 Bay State Rd,Trash,9.45
2020,Mar,3,WM,CRC,111 Cummington Mall,Trash,8.85
2020,Mar,3,WM,CRC,22 Babbit St,Trash,9.82
2020,Mar,3,WM,CRC,112 Bay State Rd,Trash,
2020,Mar,3,WM,CRC,730 Commonwealth Ave,Trash,7.08
2020,Mar,3,WM,CRC,700 Commonwealth Ave,Trash,24.37
2020,Mar,3,WM,CRC,24 Cummington St,Trash,0.0
2020,Mar,3,WM,CRC,14 Buswell St,Trash,5.27
2020,Mar,3,WM,CRC,30 Bay State Rd,Trash,10.01
2020,Mar,3,WM,CRC,140 Bay State Rd,Trash,12.3
2020,Mar,3,WM,CRC,595 Commonwealth Ave,Trash,0.0
2020,Mar,3,WM,CRC,91 Bay State Rd,Trash,0.0
2020,Mar,3,WM,CRC,881 Commonwealth Ave,Trash,4.87
2020,Mar,3,WM,CRC,10 Buick St,Trash,14.04
2020,Mar,3,WM,CRC,925 Commonwealth Ave,Trash,5.82
2020,Mar,3,WM,CRC,275 Babcock St,Trash,23.2
2020,Mar,3,WM,CRC,120 Ashford St,Trash,
2020,Mar,3,WM,CRC,685 Commonwealth Ave,Trash,7.03
2020,Mar,3,WM,CRC,580 Commonwealth Ave,Trash,0.0
2020,Mar,3,WM,CRC,765 Commonwealth Ave,Trash,4.12
2020,Mar,3,WM,CRC,33 Harry Agganis Way,Trash,13.51
2020,Mar,3,WM,CRC,635 Commonwealth Ave,Trash,
2020,Mar,3,WM,CRC,100 Bay State Rd,Trash,1.57
2020,Mar,3,WM,CRC,808 Commonwealth Ave,Trash,
2020,Mar,3,WM,CRC,120 Ashford St,Trash,9.18
2020,Mar,3,WM,CRC,820 Commonwealth Ave,Trash,0.0
2020,Mar,3,WM,CRC,808 Commonwealth Ave,Trash,1.31
2020,Mar,3,WM,CRC,949 Commonwealth Ave,Trash,
2020,Mar,3,WM,CRC,685 Commonwealth Ave,Trash,
2020,Mar,3,WM,CRC,820 Commonwealth Ave,Trash,
2020,Mar,3,WM,CRC,771 Commonwealth Ave,Trash,
2020,Mar,3,WM,CRC,275 Babcock St,Trash,1.16
2020,Apr,4,WM,CRC,928 Commonwealth Ave,Trash,0.97425
2020,Apr,4,WM,CRC,120 Ashford St,Trash,
2020,Apr,4,WM,CRC,910 Commonwealth Ave,Trash,0.0
2020,Apr,4,WM,CRC,25-27 Aberdeen St,Trash,2.7766125
2020,Apr,4,WM,CRC,455-457 Park Dr,Trash,1.851075
2020,Apr,4,WM,CRC,100 Ashford St,Trash,5.8455
2020,Apr,4,WM,CRC,120 Ashford St,Trash,1.299
2020,Apr,4,WM,CRC,120 Ashford St,Trash,6.495
2020,Apr,4,WM,CRC,2 Blandford St,Trash,9.7425
2020,Apr,4,WM,CRC,660 Beacon St,Trash,9.7425
2020,Apr,4,WM,CRC,512 Beacon St,Trash,5.8455
2020,Apr,4,WM,CRC,677 Beacon St,Trash,3.2475
2020,Apr,4,WM,CRC,519 Beacon St,Trash,5.8455
2020,Apr,4,WM,CRC,650 Beacon St,Trash,9.7425
2020,Apr,4,WM,CRC,845 Beacon St,Trash,3.70215
2020,Apr,4,WM,CRC,285 Babcock St,Trash,7.794
2020,Apr,4,WM,CRC,285 Babcock St,Trash,9.7425
2020,Apr,4,WM,CRC,112 Bay State Rd,Trash,1.62375
2020,Apr,4,WM,CRC,207 Bay State Rd,Trash,3.897
2020,Apr,4,WM,CRC,191 Bay State Rd,Trash,1.9485
2020,Apr,4,WM,CRC,175 Bay State Rd,Trash,3.897
2020,Apr,4,WM,CRC,159 Bay State Rd,Trash,3.897
2020,Apr,4,WM,CRC,141 Bay State Rd,Trash,1.9485
2020,Apr,4,WM,CRC,59 Bay State Rd,Trash,3.2475
2020,Apr,4,WM,CRC,34 Buswell St,Trash,9.7425
2020,Apr,4,WM,CRC,141 Carlton St,Trash,3.2475
2020,Apr,4,WM,CRC,855 Commonwealth Ave,Trash,24.35625
2020,Apr,4,WM,CRC,985 Commonwealth Ave,Trash,3.2475
2020,Apr,4,WM,CRC,771 Commonwealth Ave,Trash,5.8455
2020,Apr,4,WM,CRC,80 Ivy St,Trash,3.897
2020,Apr,4,WM,CRC,46 Mountfort St,Trash,9.7425
2020,Apr,4,WM,CRC,100 Mountfort St,Trash,9.7425
2020,Apr,4,WM,CRC,138 Mountfort St,Trash,3.897
2020,Apr,4,WM,CRC,46 St Mary's St,Trash,1.9485
2020,Apr,4,WM,CRC,145 Bay State Rd,Trash,1.9485
2020,Apr,4,WM,CRC,853 Beacon St,Trash,1.851075
2020,Apr,4,WM,CRC,179 Amory St,Trash,3.897
2020,Apr,4,WM,CRC,113 Bay State Rd,Trash,1.9485
2020,Apr,4,WM,CRC,79 Bay State Rd,Trash,5.8455
2020,Apr,4,WM,CRC,515 Park Dr,Trash,9.7425
2020,Apr,4,WM,CRC,120 Ashford St,Trash,
2020,Apr,4,WM,CRC,949 Commonwealth Ave,Trash,3.897
2020,Apr,4,WM,CRC,890 Commonwealth Ave,Trash,5.8455
2020,Apr,4,WM,CRC,875 Beacon St,Trash,1.9485
2020,Apr,4,WM,CRC,635 Commonwealth Ave,Trash,19.485
2020,Apr,4,WM,CRC,76 Bay State Rd,Trash,9.7425
2020,Apr,4,WM,CRC,775 Commonwealth Ave,Trash,6.43
2020,Apr,4,WM,CRC,100 Bay State Rd,Trash,0.0
2020,Apr,4,WM,CRC,111 Cummington Mall,Trash,0.0
2020,Apr,4,WM,CRC,22 Babbit St,Trash,0.0
2020,Apr,4,WM,CRC,112 Bay State Rd,Trash,
2020,Apr,4,WM,CRC,730 Commonwealth Ave,Trash,0.91
2020,Apr,4,WM,CRC,700 Commonwealth Ave,Trash,9.42
2020,Apr,4,WM,CRC,24 Cummington St,Trash,4.11
2020,Apr,4,WM,CRC,14 Buswell St,Trash,4.56
2020,Apr,4,WM,CRC,30 Bay State Rd,Trash,1.94
2020,Apr,4,WM,CRC,140 Bay State Rd,Trash,0.0
2020,Apr,4,WM,CRC,595 Commonwealth Ave,Trash,6.25
2020,Apr,4,WM,CRC,91 Bay State Rd,Trash,0.0
2020,Apr,4,WM,CRC,881 Commonwealth Ave,Trash,0.0
2020,Apr,4,WM,CRC,10 Buick St,Trash,4.63
2020,Apr,4,WM,CRC,925 Commonwealth Ave,Trash,1.07
2020,Apr,4,WM,CRC,275 Babcock St,Trash,0.0
2020,Apr,4,WM,CRC,120 Ashford St,Trash,
2020,Apr,4,WM,CRC,685 Commonwealth Ave,Trash,0.0
2020,Apr,4,WM,CRC,580 Commonwealth Ave,Trash,5.19
2020,Apr,4,WM,CRC,765 Commonwealth Ave,Trash,0.0
2020,Apr,4,WM,CRC,33 Harry Agganis Way,Trash,2.87
2020,Apr,4,WM,CRC,635 Commonwealth Ave,Trash,
2020,Apr,4,WM,CRC,100 Bay State Rd,Trash,2.06
2020,Apr,4,WM,CRC,808 Commonwealth Ave,Trash,
2020,Apr,4,WM,CRC,120 Ashford St,Trash,7.14
2020,Apr,4,WM,CRC,820 Commonwealth Ave,Trash,0.0
2020,Apr,4,WM,CRC,808 Commonwealth Ave,Trash,0.57
2020,Apr,4,WM,CRC,949 Commonwealth Ave,Trash,
2020,Apr,4,WM,CRC,685 Commonwealth Ave,Trash,
2020,Apr,4,WM,CRC,820 Commonwealth Ave,Trash,
2020,Apr,4,WM,CRC,771 Commonwealth Ave,Trash,
2020,Apr,4,WM,CRC,275 Babcock St,Trash,
2020,May,5,WM,CRC,928 Commonwealth Ave,Trash,0.97425
2020,May,5,WM,CRC,120 Ashford St,Trash,
2020,May,5,WM,CRC,910 Commonwealth Ave,Trash,0.0
2020,May,5,WM,CRC,25-27 Aberdeen St,Trash,2.7766125
2020,May,5,WM,CRC,455-457 Park Dr,Trash,1.851075
2020,May,5,WM,CRC,100 Ashford St,Trash,5.8455
2020,May,5,WM,CRC,120 Ashford St,Trash,1.299
2020,May,5,WM,CRC,120 Ashford St,Trash,6.495
2020,May,5,WM,CRC,2 Blandford St,Trash,9.7425
2020,May,5,WM,CRC,660 Beacon St,Trash,9.7425
2020,May,5,WM,CRC,512 Beacon St,Trash,5.8455
2020,May,5,WM,CRC,677 Beacon St,Trash,3.2475
2020,May,5,WM,CRC,519 Beacon St,Trash,5.8455
2020,May,5,WM,CRC,650 Beacon St,Trash,9.7425
2020,May,5,WM,CRC,845 Beacon St,Trash,3.70215
2020,May,5,WM,CRC,285 Babcock St,Trash,7.794
2020,May,5,WM,CRC,285 Babcock St,Trash,9.7425
2020,May,5,WM,CRC,112 Bay State Rd,Trash,1.62375
2020,May,5,WM,CRC,207 Bay State Rd,Trash,3.897
2020,May,5,WM,CRC,191 Bay State Rd,Trash,1.9485
2020,May,5,WM,CRC,175 Bay State Rd,Trash,3.897
2020,May,5,WM,CRC,159 Bay State Rd,Trash,3.897
2020,May,5,WM,CRC,141 Bay State Rd,Trash,1.9485
2020,May,5,WM,CRC,59 Bay State Rd,Trash,3.2475
2020,May,5,WM,CRC,34 Buswell St,Trash,9.7425
2020,May,5,WM,CRC,141 Carlton St,Trash,3.2475
2020,May,5,WM,CRC,855 Commonwealth Ave,Trash,8.11875
2020,May,5,WM,CRC,985 Commonwealth Ave,Trash,3.2475
2020,May,5,WM,CRC,771 Commonwealth Ave,Trash,5.8455
2020,May,5,WM,CRC,80 Ivy St,Trash,3.897
2020,May,5,WM,CRC,46 Mountfort St,Trash,9.7425
2020,May,5,WM,CRC,100 Mountfort St,Trash,9.7425
2020,May,5,WM,CRC,138 Mountfort St,Trash,3.897
2020,May,5,WM,CRC,46 St Mary's St,Trash,1.9485
2020,May,5,WM,CRC,145 Bay State Rd,Trash,1.9485
2020,May,5,WM,CRC,853 Beacon St,Trash,1.851075
2020,May,5,WM,CRC,179 Amory St,Trash,3.897
2020,May,5,WM,CRC,113 Bay State Rd,Trash,1.9485
2020,May,5,WM,CRC,79 Bay State Rd,Trash,5.8455
2020,May,5,WM,CRC,515 Park Dr,Trash,9.7425
2020,May,5,WM,CRC,120 Ashford St,Trash,
2020,May,5,WM,CRC,949 Commonwealth Ave,Trash,3.897
2020,May,5,WM,CRC,890 Commonwealth Ave,Trash,5.8455
2020,May,5,WM,CRC,875 Beacon St,Trash,1.9485
2020,May,5,WM,CRC,635 Commonwealth Ave,Trash,19.485
2020,May,5,WM,CRC,76 Bay State Rd,Trash,9.7425
2020,May,5,WM,CRC,96 Bay State Rd,Trash,1.851075
2020,May,5,WM,CRC,37 Buswell St,Trash,9.7425
2020,May,5,WM,CRC,775 Commonwealth Ave,Trash,2.4
2020,May,5,WM,CRC,100 Bay State Rd,Trash,0.0
2020,May,5,WM,CRC,111 Cummington Mall,Trash,0.0
2020,May,5,WM,CRC,22 Babbit St,Trash,7.46
2020,May,5,WM,CRC,112 Bay State Rd,Trash,
2020,May,5,WM,CRC,730 Commonwealth Ave,Trash,0.0
2020,May,5,WM,CRC,700 Commonwealth Ave,Trash,9.13
2020,May,5,WM,CRC,24 Cummington St,Trash,0.0
2020,May,5,WM,CRC,14 Buswell St,Trash,4.13
2020,May,5,WM,CRC,30 Bay State Rd,Trash,0.0
2020,May,5,WM,CRC,140 Bay State Rd,Trash,0.0
2020,May,5,WM,CRC,595 Commonwealth Ave,Trash,0.0
2020,May,5,WM,CRC,91 Bay State Rd,Trash,0.0
2020,May,5,WM,CRC,881 Commonwealth Ave,Trash,0.0
2020,May,5,WM,CRC,10 Buick St,Trash,1.68
2020,May,5,WM,CRC,925 Commonwealth Ave,Trash,0.5
2020,May,5,WM,CRC,275 Babcock St,Trash,0.0
2020,May,5,WM,CRC,120 Ashford St,Trash,8.56
2020,May,5,WM,CRC,685 Commonwealth Ave,Trash,0.0
2020,May,5,WM,CRC,580 Commonwealth Ave,Trash,5.68
2020,May,5,WM,CRC,765 Commonwealth Ave,Trash,0.0
2020,May,5,WM,CRC,33 Harry Agganis Way,Trash,0.0
2020,May,5,WM,CRC,635 Commonwealth Ave,Trash,0.0
2020,May,5,WM,CRC,100 Bay State Rd,Trash,0.0
2020,May,5,WM,CRC,808 Commonwealth Ave,Trash,0.0
2020,May,5,WM,CRC,120 Ashford St,Trash,0.0
2020,May,5,WM,CRC,820 Commonwealth Ave,Trash,5.43
2020,May,5,WM,CRC,808 Commonwealth Ave,Trash,0.0
2020,May,5,WM,CRC,949 Commonwealth Ave,Trash,0.0
2020,May,5,WM,CRC,580 Commonwealth Ave,Trash,1.5
2020,Jun,6,WM,CRC,928 Commonwealth Ave,Trash,0.97425
2020,Jun,6,WM,CRC,120 Ashford St,Trash,
2020,Jun,6,WM,CRC,910 Commonwealth Ave,Trash,0.0
2020,Jun,6,WM,CRC,25-27 Aberdeen St,Trash,2.7766125
2020,Jun,6,WM,CRC,455-457 Park Dr,Trash,1.851075
2020,Jun,6,WM,CRC,100 Ashford St,Trash,5.8455
2020,Jun,6,WM,CRC,120 Ashford St,Trash,1.299
2020,Jun,6,WM,CRC,120 Ashford St,Trash,6.495
2020,Jun,6,WM,CRC,2 Blandford St,Trash,9.7425
2020,Jun,6,WM,CRC,660 Beacon St,Trash,9.7425
2020,Jun,6,WM,CRC,512 Beacon St,Trash,5.8455
2020,Jun,6,WM,CRC,677 Beacon St,Trash,3.2475
2020,Jun,6,WM,CRC,519 Beacon St,Trash,5.8455
2020,Jun,6,WM,CRC,650 Beacon St,Trash,9.7425
2020,Jun,6,WM,CRC,845 Beacon St,Trash,3.70215
2020,Jun,6,WM,CRC,285 Babcock St,Trash,7.794
2020,Jun,6,WM,CRC,285 Babcock St,Trash,9.7425
2020,Jun,6,WM,CRC,112 Bay State Rd,Trash,1.62375
2020,Jun,6,WM,CRC,207 Bay State Rd,Trash,3.897
2020,Jun,6,WM,CRC,191 Bay State Rd,Trash,1.9485
2020,Jun,6,WM,CRC,175 Bay State Rd,Trash,3.897
2020,Jun,6,WM,CRC,159 Bay State Rd,Trash,3.897
2020,Jun,6,WM,CRC,141 Bay State Rd,Trash,1.9485
2020,Jun,6,WM,CRC,59 Bay State Rd,Trash,3.2475
2020,Jun,6,WM,CRC,34 Buswell St,Trash,9.7425
2020,Jun,6,WM,CRC,141 Carlton St,Trash,3.2475
2020,Jun,6,WM,CRC,855 Commonwealth Ave,Trash,8.11875
2020,Jun,6,WM,CRC,985 Commonwealth Ave,Trash,3.2475
2020,Jun,6,WM,CRC,771 Commonwealth Ave,Trash,5.8455
2020,Jun,6,WM,CRC,80 Ivy St,Trash,3.897
2020,Jun,6,WM,CRC,46 Mountfort St,Trash,9.7425
2020,Jun,6,WM,CRC,100 Mountfort St,Trash,9.7425
2020,Jun,6,WM,CRC,138 Mountfort St,Trash,3.897
2020,Jun,6,WM,CRC,46 St Mary's St,Trash,1.9485
2020,Jun,6,WM,CRC,145 Bay State Rd,Trash,1.9485
2020,Jun,6,WM,CRC,853 Beacon St,Trash,1.851075
2020,Jun,6,WM,CRC,179 Amory St,Trash,3.897
2020,Jun,6,WM,CRC,113 Bay State Rd,Trash,1.9485
2020,Jun,6,WM,CRC,79 Bay State Rd,Trash,5.8455
2020,Jun,6,WM,CRC,515 Park Dr,Trash,9.7425
2020,Jun,6,WM,CRC,120 Ashford St,Trash,
2020,Jun,6,WM,CRC,949 Commonwealth Ave,Trash,3.897
2020,Jun,6,WM,CRC,890 Commonwealth Ave,Trash,5.8455
2020,Jun,6,WM,CRC,875 Beacon St,Trash,1.9485
2020,Jun,6,WM,CRC,635 Commonwealth Ave,Trash,19.485
2020,Jun,6,WM,CRC,76 Bay State Rd,Trash,9.7425
2020,Jun,6,WM,CRC,96 Bay State Rd,Trash,1.851075
2020,Jun,6,WM,CRC,37 Buswell St,Trash,9.7425
2020,Jun,6,WM,CRC,775 Commonwealth Ave,Trash,0.97
2020,Jun,6,WM,CRC,100 Bay State Rd,Trash,1.96
2020,Jun,6,WM,CRC,111 Cummington Mall,Trash,0.0
2020,Jun,6,WM,CRC,22 Babbit St,Trash,6.4
2020,Jun,6,WM,CRC,112 Bay State Rd,Trash,
2020,Jun,6,WM,CRC,730 Commonwealth Ave,Trash,0.0
2020,Jun,6,WM,CRC,700 Commonwealth Ave,Trash,6.42
2020,Jun,6,WM,CRC,24 Cummington St,Trash,5.04
2020,Jun,6,WM,CRC,14 Buswell St,Trash,3.38
2020,Jun,6,WM,CRC,30 Bay State Rd,Trash,3.18
2020,Jun,6,WM,CRC,140 Bay State Rd,Trash,10.28
2020,Jun,6,WM,CRC,595 Commonwealth Ave,Trash,3.17
2020,Jun,6,WM,CRC,91 Bay State Rd,Trash,0.0
2020,Jun,6,WM,CRC,881 Commonwealth Ave,Trash,0.0
2020,Jun,6,WM,CRC,10 Buick St,Trash,0.0
2020,Jun,6,WM,CRC,925 Commonwealth Ave,Trash,1.24
2020,Jun,6,WM,CRC,275 Babcock St,Trash,10.81
2020,Jun,6,WM,CRC,120 Ashford St,Trash,0.0
2020,Jun,6,WM,CRC,685 Commonwealth Ave,Trash,0.0
2020,Jun,6,WM,CRC,580 Commonwealth Ave,Trash,0.0
2020,Jun,6,WM,CRC,765 Commonwealth Ave,Trash,0.0
2020,Jun,6,WM,CRC,33 Harry Agganis Way,Trash,4.56
2020,Jun,6,WM,CRC,635 Commonwealth Ave,Trash,
2020,Jun,6,WM,CRC,100 Bay State Rd,Trash,
2020,Jun,6,WM,CRC,808 Commonwealth Ave,Trash,
2020,Jun,6,WM,CRC,120 Ashford St,Trash,15.91
2020,Jun,6,WM,CRC,820 Commonwealth Ave,Trash,0.0
2020,Jun,6,WM,CRC,808 Commonwealth Ave,Trash,0.0
2020,Jun,6,WM,CRC,949 Commonwealth Ave,Trash,
2020,Jun,6,WM,CRC,685 Commonwealth Ave,Trash,
2020,Jun,6,WM,CRC,820 Commonwealth Ave,Trash,
2020,Jun,6,WM,CRC,771 Commonwealth Ave,Trash,
2020,Jun,6,WM,CRC,275 Babcock St,Trash,0.3
2020,Jun,6,WM,CRC,14 Buswell St,Trash,
2020,Jun,6,WM,CRC,515 Park Dr,Trash,
2020,Jun,6,WM,CRC,46 Mountfort St,Trash,
2020,Jun,6,WM,CRC,22 Babbit St,Trash,
2020,Jun,6,WM,CRC,33 Harry Agganis Way,Trash,
2020,Jun,6,WM,CRC,580 Commonwealth Ave,Trash,1.04
2020,Jun,6,WM,CRC,170 Bay State Rd,Trash,
2020,Jun,6,WM,CRC,10 Buick St,Trash,
2020,Apr,4,WM,CRC,96 Bay State Rd,Trash,1.851075
2021,Jul,7,WM,CRC,928 Commonwealth Ave,Trash,0.97425
2021,Jul,7,WM,CRC,120 Ashford St,Trash,
2021,Jul,7,WM,CRC,25-27 Aberdeen St,Trash,0.0
2021,Jul,7,WM,CRC,25-27 Aberdeen St,Trash,2.7766125
2021,Jul,7,WM,CRC,455-457 Park Dr,Trash,1.851075
2021,Jul,7,WM,CRC,100 Ashford St,Trash,5.8455
2021,Jul,7,WM,CRC,120 Ashford St,Trash,1.299
2021,Jul,7,WM,CRC,120 Ashford St,Trash,6.495
2021,Jul,7,WM,CRC,2 Blandford St,Trash,9.7425
2021,Jul,7,WM,CRC,660 Beacon St,Trash,9.7425
2021,Jul,7,WM,CRC,512 Beacon St,Trash,5.8455
2021,Jul,7,WM,CRC,677 Beacon St,Trash,3.2475
2021,Jul,7,WM,CRC,519 Beacon St,Trash,5.8455
2021,Jul,7,WM,CRC,650 Beacon St,Trash,9.7425
2021,Jul,7,WM,CRC,845 Beacon St,Trash,3.70215
2021,Jul,7,WM,CRC,285 Babcock St,Trash,7.794
2021,Jul,7,WM,CRC,285 Babcock St,Trash,9.7425
2021,Jul,7,WM,CRC,112 Bay State Rd,Trash,1.62375
2021,Jul,7,WM,CRC,207 Bay State Rd,Trash,3.897
2021,Jul,7,WM,CRC,191 Bay State Rd,Trash,1.9485
2021,Jul,7,WM,CRC,175 Bay State Rd,Trash,3.897
2021,Jul,7,WM,CRC,159 Bay State Rd,Trash,3.897
2021,Jul,7,WM,CRC,141 Bay State Rd,Trash,1.9485
2021,Jul,7,WM,CRC,59 Bay State Rd,Trash,3.2475
2021,Jul,7,WM,CRC,34 Buswell St,Trash,9.7425
2021,Jul,7,WM,CRC,141 Carlton St,Trash,3.2475
2021,Jul,7,WM,CRC,855 Commonwealth Ave,Trash,8.11875
2021,Jul,7,WM,CRC,985 Commonwealth Ave,Trash,3.2475
2021,Jul,7,WM,CRC,771 Commonwealth Ave,Trash,5.8455
2021,Jul,7,WM,CRC,80 Ivy St,Trash,3.897
2021,Jul,7,WM,CRC,46 Mountfort St,Trash,9.7425
2021,Jul,7,WM,CRC,100 Mountfort St,Trash,9.7425
2021,Jul,7,WM,CRC,138 Mountfort St,Trash,3.897
2021,Jul,7,WM,CRC,46 St Mary's St,Trash,1.9485
2021,Jul,7,WM,CRC,145 Bay State Rd,Trash,1.9485
2021,Jul,7,WM,CRC,853 Beacon St,Trash,1.851075
2021,Jul,7,WM,CRC,179 Amory St,Trash,3.897
2021,Jul,7,WM,CRC,113 Bay State Rd,Trash,1.9485
2021,Jul,7,WM,CRC,79 Bay State Rd,Trash,5.8455
2021,Jul,7,WM,CRC,515 Park Dr,Trash,9.7425
2021,Jul,7,WM,CRC,120 Ashford St,Trash,
2021,Jul,7,WM,CRC,949 Commonwealth Ave,Trash,3.897
2021,Jul,7,WM,CRC,890 Commonwealth Ave,Trash,5.8455
2021,Jul,7,WM,CRC,875 Beacon St,Trash,1.9485
2021,Jul,7,WM,CRC,635 Commonwealth Ave,Trash,19.485
2021,Jul,7,WM,CRC,76 Bay State Rd,Trash,9.7425
2021,Jul,7,WM,CRC,96 Bay State Rd,Trash,1.851075
2021,Jul,7,WM,CRC,37 Buswell St,Trash,9.7425
2021,Aug,8,WM,CRC,928 Commonwealth Ave,Trash,0.97425
2021,Aug,8,WM,CRC,120 Ashford St,Trash,
2021,Aug,8,WM,CRC,25-27 Aberdeen St,Trash,0.0
2021,Aug,8,WM,CRC,25-27 Aberdeen St,Trash,2.7766125
2021,Aug,8,WM,CRC,455-457 Park Dr,Trash,1.851075
2021,Aug,8,WM,CRC,100 Ashford St,Trash,5.8455
2021,Aug,8,WM,CRC,120 Ashford St,Trash,1.299
2021,Aug,8,WM,CRC,120 Ashford St,Trash,6.495
2021,Aug,8,WM,CRC,2 Blandford St,Trash,9.7425
2021,Aug,8,WM,CRC,660 Beacon St,Trash,9.7425
2021,Aug,8,WM,CRC,512 Beacon St,Trash,5.8455
2021,Aug,8,WM,CRC,677 Beacon St,Trash,3.2475
2021,Aug,8,WM,CRC,519 Beacon St,Trash,5.8455
2021,Aug,8,WM,CRC,650 Beacon St,Trash,9.7425
2021,Aug,8,WM,CRC,845 Beacon St,Trash,3.70215
2021,Aug,8,WM,CRC,285 Babcock St,Trash,7.794
2021,Aug,8,WM,CRC,285 Babcock St,Trash,9.7425
2021,Aug,8,WM,CRC,112 Bay State Rd,Trash,1.62375
2021,Aug,8,WM,CRC,207 Bay State Rd,Trash,3.897
2021,Aug,8,WM,CRC,191 Bay State Rd,Trash,1.9485
2021,Aug,8,WM,CRC,175 Bay State Rd,Trash,3.897
2021,Aug,8,WM,CRC,159 Bay State Rd,Trash,3.897
2021,Aug,8,WM,CRC,141 Bay State Rd,Trash,1.9485
2021,Aug,8,WM,CRC,59 Bay State Rd,Trash,3.2475
2021,Aug,8,WM,CRC,34 Buswell St,Trash,9.7425
2021,Aug,8,WM,CRC,141 Carlton St,Trash,3.2475
2021,Aug,8,WM,CRC,855 Commonwealth Ave,Trash,8.11875
2021,Aug,8,WM,CRC,985 Commonwealth Ave,Trash,3.2475
2021,Aug,8,WM,CRC,771 Commonwealth Ave,Trash,5.8455
2021,Aug,8,WM,CRC,80 Ivy St,Trash,3.897
2021,Aug,8,WM,CRC,46 Mountfort St,Trash,9.7425
2021,Aug,8,WM,CRC,100 Mountfort St,Trash,9.7425
2021,Aug,8,WM,CRC,138 Mountfort St,Trash,3.897
2021,Aug,8,WM,CRC,46 St Mary's St,Trash,1.9485
2021,Aug,8,WM,CRC,145 Bay State Rd,Trash,1.9485
2021,Aug,8,WM,CRC,853 Beacon St,Trash,1.851075
2021,Aug,8,WM,CRC,179 Amory St,Trash,3.897
2021,Aug,8,WM,CRC,113 Bay State Rd,Trash,1.9485
2021,Aug,8,WM,CRC,79 Bay State Rd,Trash,5.8455
2021,Aug,8,WM,CRC,515 Park Dr,Trash,9.7425
2021,Aug,8,WM,CRC,120 Ashford St,Trash,
2021,Aug,8,WM,CRC,949 Commonwealth Ave,Trash,3.897
2021,Aug,8,WM,CRC,890 Commonwealth Ave,Trash,5.8455
2021,Aug,8,WM,CRC,875 Beacon St,Trash,1.9485
2021,Aug,8,WM,CRC,635 Commonwealth Ave,Trash,19.485
2021,Aug,8,WM,CRC,76 Bay State Rd,Trash,9.7425
2021,Aug,8,WM,CRC,96 Bay State Rd,Trash,1.851075
2021,Aug,8,WM,CRC,37 Buswell St,Trash,9.7425
2021,Sep,9,WM,CRC,928 Commonwealth Ave,Trash,0.97425
2021,Sep,9,WM,CRC,120 Ashford St,Trash,
2021,Sep,9,WM,CRC,25-27 Aberdeen St,Trash,0.0
2021,Sep,9,WM,CRC,25-27 Aberdeen St,Trash,2.7766125
2021,Sep,9,WM,CRC,455-457 Park Dr,Trash,1.851075
2021,Sep,9,WM,CRC,100 Ashford St,Trash,5.8455
2021,Sep,9,WM,CRC,120 Ashford St,Trash,1.9485
2021,Sep,9,WM,CRC,120 Ashford St,Trash,6.495
2021,Sep,9,WM,CRC,2 Blandford St,Trash,9.7425
2021,Sep,9,WM,CRC,660 Beacon St,Trash,9.7425
2021,Sep,9,WM,CRC,512 Beacon St,Trash,5.8455
2021,Sep,9,WM,CRC,677 Beacon St,Trash,3.2475
2021,Sep,9,WM,CRC,519 Beacon St,Trash,5.8455
2021,Sep,9,WM,CRC,650 Beacon St,Trash,9.7425
2021,Sep,9,WM,CRC,845 Beacon St,Trash,3.70215
2021,Sep,9,WM,CRC,285 Babcock St,Trash,7.794
